timestamp,project_id,instance_name,zone,machine_type,cpu_utilization_pct,memory_used_pct,disk_read_bytes_sec,disk_write_bytes_sec,network_in_bytes_sec,network_out_bytes_sec,is_idle_candidate,utilization_category
2026-08-31T04:00:00Z,calm-catfish-464514-t6,gcp-ai-node-1,us-central1-a,e2-micro,19.3,42.0,12000,8500,45000,28000,False,HEALTHY_BURST
2026-08-31T04:00:00Z,calm-catfish-464514-t6,analytics-worker-large,us-central1-b,e2-standard-4,4.0,14.8,150,80,2000,1200,True,SEVERELY_UNDERUTILIZED
2026-08-31T04:00:00Z,calm-catfish-464514-t6,gcp-ai-worker-dev,us-central1-a,e2-medium,2.6,12.0,50,20,500,300,True,ZOMBIE_IDLE_CANDIDATE
2026-08-31T04:00:00Z,calm-catfish-464514-t6,postgres-primary-db,us-central1-c,db-custom-2-7680,69.2,78.5,850000,420000,1250000,980000,False,OPTIMAL_HIGH_USAGE
2026-08-31T05:00:00Z,calm-catfish-464514-t6,gcp-ai-node-1,us-central1-a,e2-micro,17.7,42.3,12000,8500,45000,28000,False,HEALTHY_BURST
2026-08-31T05:00:00Z,calm-catfish-464514-t6,analytics-worker-large,us-central1-b,e2-standard-4,2.4,15.1,150,80,2000,1200,True,SEVERELY_UNDERUTILIZED
2026-08-31T05:00:00Z,calm-catfish-464514-t6,gcp-ai-worker-dev,us-central1-a,e2-medium,1.0,12.3,50,20,500,300,True,ZOMBIE_IDLE_CANDIDATE
2026-08-31T05:00:00Z,calm-catfish-464514-t6,postgres-primary-db,us-central1-c,db-custom-2-7680,67.6,78.8,850000,420000,1250000,980000,False,OPTIMAL_HIGH_USAGE
2026-08-31T06:00:00Z,calm-catfish-464514-t6,gcp-ai-node-1,us-central1-a,e2-micro,18.1,41.7,12000,8500,45000,28000,False,HEALTHY_BURST
2026-08-31T06:00:00Z,calm-catfish-464514-t6,analytics-worker-large,us-central1-b,e2-standard-4,2.8,14.5,150,80,2000,1200,True,SEVERELY_UNDERUTILIZED
2026-08-31T06:00:00Z,calm-catfish-464514-t6,gcp-ai-worker-dev,us-central1-a,e2-medium,1.4,11.7,50,20,500,300,True,ZOMBIE_IDLE_CANDIDATE
2026-08-31T06:00:00Z,calm-catfish-464514-t6,postgres-primary-db,us-central1-c,db-custom-2-7680,68.0,78.2,850000,420000,1250000,980000,False,OPTIMAL_HIGH_USAGE
2026-08-31T07:00:00Z,calm-catfish-464514-t6,gcp-ai-node-1,us-central1-a,e2-micro,18.5,42.0,12000,8500,45000,28000,False,HEALTHY_BURST
2026-08-31T07:00:00Z,calm-catfish-464514-t6,analytics-worker-large,us-central1-b,e2-standard-4,3.2,14.8,150,80,2000,1200,True,SEVERELY_UNDERUTILIZED
2026-08-31T07:00:00Z,calm-catfish-464514-t6,gcp-ai-worker-dev,us-central1-a,e2-medium,1.8,12.0,50,20,500,300,True,ZOMBIE_IDLE_CANDIDATE
2026-08-31T07:00:00Z,calm-catfish-464514-t6,postgres-primary-db,us-central1-c,db-custom-2-7680,68.4,78.5,850000,420000,1250000,980000,False,OPTIMAL_HIGH_USAGE
2026-08-31T08:00:00Z,calm-catfish-464514-t6,gcp-ai-node-1,us-central1-a,e2-micro,18.9,42.3,12000,8500,45000,28000,False,HEALTHY_BURST
2026-08-31T08:00:00Z,calm-catfish-464514-t6,analytics-worker-large,us-central1-b,e2-standard-4,3.6,15.1,150,80,2000,1200,True,SEVERELY_UNDERUTILIZED
2026-08-31T08:00:00Z,calm-catfish-464514-t6,gcp-ai-worker-dev,us-central1-a,e2-medium,2.2,12.3,50,20,500,300,True,ZOMBIE_IDLE_CANDIDATE
2026-08-31T08:00:00Z,calm-catfish-464514-t6,postgres-primary-db,us-central1-c,db-custom-2-7680,68.8,78.8,850000,420000,1250000,980000,False,OPTIMAL_HIGH_USAGE
2026-08-31T09:00:00Z,calm-catfish-464514-t6,gcp-ai-node-1,us-central1-a,e2-micro,19.3,41.7,12000,8500,45000,28000,False,HEALTHY_BURST
2026-08-31T09:00:00Z,calm-catfish-464514-t6,analytics-worker-large,us-central1-b,e2-standard-4,4.0,14.5,150,80,2000,1200,True,SEVERELY_UNDERUTILIZED
2026-08-31T09:00:00Z,calm-catfish-464514-t6,gcp-ai-worker-dev,us-central1-a,e2-medium,2.6,11.7,50,20,500,300,True,ZOMBIE_IDLE_CANDIDATE
2026-08-31T09:00:00Z,calm-catfish-464514-t6,postgres-primary-db,us-central1-c,db-custom-2-7680,69.2,78.2,850000,420000,1250000,980000,False,OPTIMAL_HIGH_USAGE
2026-08-31T10:00:00Z,calm-catfish-464514-t6,gcp-ai-node-1,us-central1-a,e2-micro,17.7,42.0,12000,8500,45000,28000,False,HEALTHY_BURST
2026-08-31T10:00:00Z,calm-catfish-464514-t6,analytics-worker-large,us-central1-b,e2-standard-4,2.4,14.8,150,80,2000,1200,True,SEVERELY_UNDERUTILIZED
2026-08-31T10:00:00Z,calm-catfish-464514-t6,gcp-ai-worker-dev,us-central1-a,e2-medium,1.0,12.0,50,20,500,300,True,ZOMBIE_IDLE_CANDIDATE
2026-08-31T10:00:00Z,calm-catfish-464514-t6,postgres-primary-db,us-central1-c,db-custom-2-7680,67.6,78.5,850000,420000,1250000,980000,False,OPTIMAL_HIGH_USAGE
2026-08-31T11:00:00Z,calm-catfish-464514-t6,gcp-ai-node-1,us-central1-a,e2-micro,18.1,42.3,12000,8500,45000,28000,False,HEALTHY_BURST
2026-08-31T11:00:00Z,calm-catfish-464514-t6,analytics-worker-large,us-central1-b,e2-standard-4,2.8,15.1,150,80,2000,1200,True,SEVERELY_UNDERUTILIZED
2026-08-31T11:00:00Z,calm-catfish-464514-t6,gcp-ai-worker-dev,us-central1-a,e2-medium,1.4,12.3,50,20,500,300,True,ZOMBIE_IDLE_CANDIDATE
2026-08-31T11:00:00Z,calm-catfish-464514-t6,postgres-primary-db,us-central1-c,db-custom-2-7680,68.0,78.8,850000,420000,1250000,980000,False,OPTIMAL_HIGH_USAGE
2026-08-31T12:00:00Z,calm-catfish-464514-t6,gcp-ai-node-1,us-central1-a,e2-micro,18.5,41.7,12000,8500,45000,28000,False,HEALTHY_BURST
2026-08-31T12:00:00Z,calm-catfish-464514-t6,analytics-worker-large,us-central1-b,e2-standard-4,3.2,14.5,150,80,2000,1200,True,SEVERELY_UNDERUTILIZED
2026-08-31T12:00:00Z,calm-catfish-464514-t6,gcp-ai-worker-dev,us-central1-a,e2-medium,1.8,11.7,50,20,500,300,True,ZOMBIE_IDLE_CANDIDATE
2026-08-31T12:00:00Z,calm-catfish-464514-t6,postgres-primary-db,us-central1-c,db-custom-2-7680,68.4,78.2,850000,420000,1250000,980000,False,OPTIMAL_HIGH_USAGE
2026-08-31T13:00:00Z,calm-catfish-464514-t6,gcp-ai-node-1,us-central1-a,e2-micro,18.9,42.0,12000,8500,45000,28000,False,HEALTHY_BURST
2026-08-31T13:00:00Z,calm-catfish-464514-t6,analytics-worker-large,us-central1-b,e2-standard-4,3.6,14.8,150,80,2000,1200,True,SEVERELY_UNDERUTILIZED
2026-08-31T13:00:00Z,calm-catfish-464514-t6,gcp-ai-worker-dev,us-central1-a,e2-medium,2.2,12.0,50,20,500,300,True,ZOMBIE_IDLE_CANDIDATE
2026-08-31T13:00:00Z,calm-catfish-464514-t6,postgres-primary-db,us-central1-c,db-custom-2-7680,68.8,78.5,850000,420000,1250000,980000,False,OPTIMAL_HIGH_USAGE
2026-08-31T14:00:00Z,calm-catfish-464514-t6,gcp-ai-node-1,us-central1-a,e2-micro,19.3,42.3,12000,8500,45000,28000,False,HEALTHY_BURST
2026-08-31T14:00:00Z,calm-catfish-464514-t6,analytics-worker-large,us-central1-b,e2-standard-4,4.0,15.1,150,80,2000,1200,True,SEVERELY_UNDERUTILIZED
2026-08-31T14:00:00Z,calm-catfish-464514-t6,gcp-ai-worker-dev,us-central1-a,e2-medium,2.6,12.3,50,20,500,300,True,ZOMBIE_IDLE_CANDIDATE
2026-08-31T14:00:00Z,calm-catfish-464514-t6,postgres-primary-db,us-central1-c,db-custom-2-7680,69.2,78.8,850000,420000,1250000,980000,False,OPTIMAL_HIGH_USAGE
2026-08-31T15:00:00Z,calm-catfish-464514-t6,gcp-ai-node-1,us-central1-a,e2-micro,17.7,41.7,12000,8500,45000,28000,False,HEALTHY_BURST
2026-08-31T15:00:00Z,calm-catfish-464514-t6,analytics-worker-large,us-central1-b,e2-standard-4,2.4,14.5,150,80,2000,1200,True,SEVERELY_UNDERUTILIZED
2026-08-31T15:00:00Z,calm-catfish-464514-t6,gcp-ai-worker-dev,us-central1-a,e2-medium,1.0,11.7,50,20,500,300,True,ZOMBIE_IDLE_CANDIDATE
2026-08-31T15:00:00Z,calm-catfish-464514-t6,postgres-primary-db,us-central1-c,db-custom-2-7680,67.6,78.2,850000,420000,1250000,980000,False,OPTIMAL_HIGH_USAGE
2026-08-31T16:00:00Z,calm-catfish-464514-t6,gcp-ai-node-1,us-central1-a,e2-micro,18.1,42.0,12000,8500,45000,28000,False,HEALTHY_BURST
2026-08-31T16:00:00Z,calm-catfish-464514-t6,analytics-worker-large,us-central1-b,e2-standard-4,2.8,14.8,150,80,2000,1200,True,SEVERELY_UNDERUTILIZED
2026-08-31T16:00:00Z,calm-catfish-464514-t6,gcp-ai-worker-dev,us-central1-a,e2-medium,1.4,12.0,50,20,500,300,True,ZOMBIE_IDLE_CANDIDATE
2026-08-31T16:00:00Z,calm-catfish-464514-t6,postgres-primary-db,us-central1-c,db-custom-2-7680,68.0,78.5,850000,420000,1250000,980000,False,OPTIMAL_HIGH_USAGE
2026-08-31T17:00:00Z,calm-catfish-464514-t6,gcp-ai-node-1,us-central1-a,e2-micro,18.5,42.3,12000,8500,45000,28000,False,HEALTHY_BURST
2026-08-31T17:00:00Z,calm-catfish-464514-t6,analytics-worker-large,us-central1-b,e2-standard-4,3.2,15.1,150,80,2000,1200,True,SEVERELY_UNDERUTILIZED
2026-08-31T17:00:00Z,calm-catfish-464514-t6,gcp-ai-worker-dev,us-central1-a,e2-medium,1.8,12.3,50,20,500,300,True,ZOMBIE_IDLE_CANDIDATE
2026-08-31T17:00:00Z,calm-catfish-464514-t6,postgres-primary-db,us-central1-c,db-custom-2-7680,68.4,78.8,850000,420000,1250000,980000,False,OPTIMAL_HIGH_USAGE
2026-08-31T18:00:00Z,calm-catfish-464514-t6,gcp-ai-node-1,us-central1-a,e2-micro,18.9,41.7,12000,8500,45000,28000,False,HEALTHY_BURST
2026-08-31T18:00:00Z,calm-catfish-464514-t6,analytics-worker-large,us-central1-b,e2-standard-4,3.6,14.5,150,80,2000,1200,True,SEVERELY_UNDERUTILIZED
2026-08-31T18:00:00Z,calm-catfish-464514-t6,gcp-ai-worker-dev,us-central1-a,e2-medium,2.2,11.7,50,20,500,300,True,ZOMBIE_IDLE_CANDIDATE
2026-08-31T18:00:00Z,calm-catfish-464514-t6,postgres-primary-db,us-central1-c,db-custom-2-7680,68.8,78.2,850000,420000,1250000,980000,False,OPTIMAL_HIGH_USAGE
2026-08-31T19:00:00Z,calm-catfish-464514-t6,gcp-ai-node-1,us-central1-a,e2-micro,19.3,42.0,12000,8500,45000,28000,False,HEALTHY_BURST
2026-08-31T19:00:00Z,calm-catfish-464514-t6,analytics-worker-large,us-central1-b,e2-standard-4,4.0,14.8,150,80,2000,1200,True,SEVERELY_UNDERUTILIZED
2026-08-31T19:00:00Z,calm-catfish-464514-t6,gcp-ai-worker-dev,us-central1-a,e2-medium,2.6,12.0,50,20,500,300,True,ZOMBIE_IDLE_CANDIDATE
2026-08-31T19:00:00Z,calm-catfish-464514-t6,postgres-primary-db,us-central1-c,db-custom-2-7680,69.2,78.5,850000,420000,1250000,980000,False,OPTIMAL_HIGH_USAGE
2026-08-31T20:00:00Z,calm-catfish-464514-t6,gcp-ai-node-1,us-central1-a,e2-micro,17.7,42.3,12000,8500,45000,28000,False,HEALTHY_BURST
2026-08-31T20:00:00Z,calm-catfish-464514-t6,analytics-worker-large,us-central1-b,e2-standard-4,2.4,15.1,150,80,2000,1200,True,SEVERELY_UNDERUTILIZED
2026-08-31T20:00:00Z,calm-catfish-464514-t6,gcp-ai-worker-dev,us-central1-a,e2-medium,1.0,12.3,50,20,500,300,True,ZOMBIE_IDLE_CANDIDATE
2026-08-31T20:00:00Z,calm-catfish-464514-t6,postgres-primary-db,us-central1-c,db-custom-2-7680,67.6,78.8,850000,420000,1250000,980000,False,OPTIMAL_HIGH_USAGE
2026-08-31T21:00:00Z,calm-catfish-464514-t6,gcp-ai-node-1,us-central1-a,e2-micro,18.1,41.7,12000,8500,45000,28000,False,HEALTHY_BURST
2026-08-31T21:00:00Z,calm-catfish-464514-t6,analytics-worker-large,us-central1-b,e2-standard-4,2.8,14.5,150,80,2000,1200,True,SEVERELY_UNDERUTILIZED
2026-08-31T21:00:00Z,calm-catfish-464514-t6,gcp-ai-worker-dev,us-central1-a,e2-medium,1.4,11.7,50,20,500,300,True,ZOMBIE_IDLE_CANDIDATE
2026-08-31T21:00:00Z,calm-catfish-464514-t6,postgres-primary-db,us-central1-c,db-custom-2-7680,68.0,78.2,850000,420000,1250000,980000,False,OPTIMAL_HIGH_USAGE
2026-08-31T22:00:00Z,calm-catfish-464514-t6,gcp-ai-node-1,us-central1-a,e2-micro,18.5,42.0,12000,8500,45000,28000,False,HEALTHY_BURST
2026-08-31T22:00:00Z,calm-catfish-464514-t6,analytics-worker-large,us-central1-b,e2-standard-4,3.2,14.8,150,80,2000,1200,True,SEVERELY_UNDERUTILIZED
2026-08-31T22:00:00Z,calm-catfish-464514-t6,gcp-ai-worker-dev,us-central1-a,e2-medium,1.8,12.0,50,20,500,300,True,ZOMBIE_IDLE_CANDIDATE
2026-08-31T22:00:00Z,calm-catfish-464514-t6,postgres-primary-db,us-central1-c,db-custom-2-7680,68.4,78.5,850000,420000,1250000,980000,False,OPTIMAL_HIGH_USAGE
2026-08-31T23:00:00Z,calm-catfish-464514-t6,gcp-ai-node-1,us-central1-a,e2-micro,18.9,42.3,12000,8500,45000,28000,False,HEALTHY_BURST
2026-08-31T23:00:00Z,calm-catfish-464514-t6,analytics-worker-large,us-central1-b,e2-standard-4,3.6,15.1,150,80,2000,1200,True,SEVERELY_UNDERUTILIZED
2026-08-31T23:00:00Z,calm-catfish-464514-t6,gcp-ai-worker-dev,us-central1-a,e2-medium,2.2,12.3,50,20,500,300,True,ZOMBIE_IDLE_CANDIDATE
2026-08-31T23:00:00Z,calm-catfish-464514-t6,postgres-primary-db,us-central1-c,db-custom-2-7680,68.8,78.8,850000,420000,1250000,980000,False,OPTIMAL_HIGH_USAGE
